tran_sequence_number,transaction_datetime_id
TXN20250218001950,DT_20250218_085144
TXN20250309001951,DT_20250309_230632
TXN20250114001952,DT_20250114_061021
TXN20250216001953,DT_20250216_131152
TXN20250106001954,DT_20250106_075641
TXN20250325001955,DT_20250325_005613
TXN20250226001956,DT_20250226_152546
TXN20250325001957,DT_20250325_161105
TXN20250124001958,DT_20250124_063610
TXN20250311001959,DT_20250311_051110
TXN20250306001960,DT_20250306_171444
TXN20250101001961,DT_20250101_234638
TXN20250216001962,DT_20250216_123246
TXN20250110001963,DT_20250110_205448
TXN20250316001964,DT_20250316_142557
TXN20250309001965,DT_20250309_072312
TXN20250219001966,DT_20250219_230021
TXN20250323001967,DT_20250323_203835
TXN20250213001968,DT_20250213_125149
TXN20250318001969,DT_20250318_193747
TXN20250109001970,DT_20250109_235638
TXN20250311001971,DT_20250311_141056
TXN20250220001972,DT_20250220_210607
TXN20250204001973,DT_20250204_090735
TXN20250331001974,DT_20250331_064627
TXN20250307001975,DT_20250307_051930
TXN20250214001976,DT_20250214_211852
TXN20250209001977,DT_20250209_165811
TXN20250321001978,DT_20250321_200815
TXN20250111001979,DT_20250111_090749
TXN20250206001980,DT_20250206_212133
TXN20250212001981,DT_20250212_071647
TXN20250220001982,DT_20250220_210738
TXN20250331001983,DT_20250331_204925
TXN20250101001984,DT_20250101_133654
TXN20250318001985,DT_20250318_081902
TXN20250116001986,DT_20250116_074509
TXN20250214001987,DT_20250214_000956
TXN20250212001988,DT_20250212_143549
TXN20250220001989,DT_20250220_000629
TXN20250118001990,DT_20250118_035045
TXN20250205001991,DT_20250205_180824
TXN20250211001992,DT_20250211_104517
TXN20250312001993,DT_20250312_104254
TXN20250315001994,DT_20250315_172951
TXN20250305001995,DT_20250305_173435
TXN20250102001996,DT_20250102_185749
TXN20250222001997,DT_20250222_025729
TXN20250221001998,DT_20250221_143708
TXN20250114001999,DT_20250114_003153
TXN20250104002000,DT_20250104_002049
TXN20250130002001,DT_20250130_124622
TXN20250309002002,DT_20250309_023445
TXN20250222002003,DT_20250222_024443
TXN20250110002004,DT_20250110_000257
TXN20250213002005,DT_20250213_174650
TXN20250314002006,DT_20250314_154846
TXN20250118002007,DT_20250118_213715
TXN20250107002008,DT_20250107_024614
TXN20250225002009,DT_20250225_233059
TXN20250307002010,DT_20250307_185857
TXN20250112002011,DT_20250112_093334
TXN20250215002012,DT_20250215_082227
TXN20250204002013,DT_20250204_025419
TXN20250206002014,DT_20250206_220642
TXN20250305002015,DT_20250305_192733
TXN20250104002016,DT_20250104_020954
TXN20250308002017,DT_20250308_030257
TXN20250118002018,DT_20250118_010657
TXN20250222002019,DT_20250222_102713
TXN20250320002020,DT_20250320_052530
TXN20250323002021,DT_20250323_102345
TXN20250218002022,DT_20250218_174239
TXN20250210002023,DT_20250210_141951
TXN20250227002024,DT_20250227_080439
TXN20250115002025,DT_20250115_023416
TXN20250128002026,DT_20250128_200813
TXN20250118002027,DT_20250118_182702
TXN20250218002028,DT_20250218_225358
TXN20250305002029,DT_20250305_140831
TXN20250117002030,DT_20250117_155002
TXN20250119002031,DT_20250119_230156
TXN20250216002032,DT_20250216_000404
TXN20250331002033,DT_20250331_050138
TXN20250327002034,DT_20250327_033248
TXN20250109002035,DT_20250109_224753
TXN20250130002036,DT_20250130_104112
TXN20250319002037,DT_20250319_012131
TXN20250126002038,DT_20250126_065614
TXN20250321002039,DT_20250321_141646
TXN20250121002040,DT_20250121_120700
TXN20250202002041,DT_20250202_213839
TXN20250131002042,DT_20250131_085830
TXN20250207002043,DT_20250207_151333
TXN20250216002044,DT_20250216_055212
TXN20250106002045,DT_20250106_201922
TXN20250211002046,DT_20250211_155720
TXN20250314002047,DT_20250314_235018
TXN20250228002048,DT_20250228_215654
TXN20250205002049,DT_20250205_142651
TXN20250311002050,DT_20250311_130613
TXN20250128002051,DT_20250128_211841
TXN20250225002052,DT_20250225_012429
TXN20250310002053,DT_20250310_033347
TXN20250116002054,DT_20250116_085619
TXN20250312002055,DT_20250312_083937
TXN20250123002056,DT_20250123_030857
TXN20250204002057,DT_20250204_091308
TXN20250304002058,DT_20250304_062428
TXN20250221002059,DT_20250221_105230
TXN20250316002060,DT_20250316_022141
TXN20250329002061,DT_20250329_013426
TXN20250109002062,DT_20250109_075551
TXN20250106002063,DT_20250106_045401
TXN20250311002064,DT_20250311_053009
TXN20250121002065,DT_20250121_042946
TXN20250215002066,DT_20250215_092230
TXN20250115002067,DT_20250115_041825
TXN20250117002068,DT_20250117_092047
TXN20250130002069,DT_20250130_092328
TXN20250106002070,DT_20250106_005834
TXN20250122002071,DT_20250122_093507
TXN20250226002072,DT_20250226_175611
TXN20250327002073,DT_20250327_155300
TXN20250305002074,DT_20250305_175233
TXN20250307002075,DT_20250307_062724
TXN20250314002076,DT_20250314_113806
TXN20250106002077,DT_20250106_073200
TXN20250325002078,DT_20250325_092043
TXN20250311002079,DT_20250311_152146
TXN20250218002080,DT_20250218_201613
TXN20250216002081,DT_20250216_013518
TXN20250103002082,DT_20250103_050840
TXN20250328002083,DT_20250328_093032
TXN20250210002084,DT_20250210_054949
TXN20250106002085,DT_20250106_020347
TXN20250128002086,DT_20250128_042220
TXN20250131002087,DT_20250131_091132
TXN20250302002088,DT_20250302_040054
TXN20250228002089,DT_20250228_002707
TXN20250110002090,DT_20250110_210751
TXN20250304002091,DT_20250304_150115
TXN20250116002092,DT_20250116_133604
TXN20250308002093,DT_20250308_012214
TXN20250207002094,DT_20250207_190927
TXN20250123002095,DT_20250123_014305
TXN20250327002096,DT_20250327_095134
TXN20250115002097,DT_20250115_231903
TXN20250118002098,DT_20250118_112021
TXN20250116002099,DT_20250116_195612
TXN20250105002100,DT_20250105_035816
TXN20250127002101,DT_20250127_013454
TXN20250109002102,DT_20250109_180209
TXN20250307002103,DT_20250307_175314
TXN20250311002104,DT_20250311_013257
TXN20250115002105,DT_20250115_010704
TXN20250122002106,DT_20250122_002301
TXN20250306002107,DT_20250306_004105
TXN20250101002108,DT_20250101_120443
TXN20250306002109,DT_20250306_222643
TXN20250227002110,DT_20250227_103805
TXN20250322002111,DT_20250322_113106
TXN20250221002112,DT_20250221_041832
TXN20250117002113,DT_20250117_200017
TXN20250306002114,DT_20250306_061438
TXN20250130002115,DT_20250130_201612
TXN20250310002116,DT_20250310_144745
TXN20250128002117,DT_20250128_215402
TXN20250212002118,DT_20250212_053207
TXN20250118002119,DT_20250118_231454
TXN20250329002120,DT_20250329_193607
TXN20250203002121,DT_20250203_125513
TXN20250129002122,DT_20250129_115004
TXN20250112002123,DT_20250112_023228
TXN20250325002124,DT_20250325_102527
TXN20250125002125,DT_20250125_105814
TXN20250312002126,DT_20250312_044621
TXN20250225002127,DT_20250225_045412
TXN20250318002128,DT_20250318_215949
TXN20250214002129,DT_20250214_004614
TXN20250310002130,DT_20250310_200009
TXN20250217002131,DT_20250217_014732
TXN20250216002132,DT_20250216_055108
TXN20250320002133,DT_20250320_181447
TXN20250301002134,DT_20250301_065310
TXN20250212002135,DT_20250212_141358
TXN20250210002136,DT_20250210_012005
TXN20250102002137,DT_20250102_055135
TXN20250314002138,DT_20250314_061849
TXN20250127002139,DT_20250127_051716
TXN20250315002140,DT_20250315_230553
TXN20250216002141,DT_20250216_213841
TXN20250227002142,DT_20250227_193556
TXN20250118002143,DT_20250118_040330
TXN20250317002144,DT_20250317_181212
TXN20250225002145,DT_20250225_194811
TXN20250131002146,DT_20250131_033217
TXN20250321002147,DT_20250321_101926
TXN20250128002148,DT_20250128_102506
TXN20250116002149,DT_20250116_235700
TXN20250308002150,DT_20250308_134752
TXN20250101002151,DT_20250101_090515
TXN20250314002152,DT_20250314_061712
TXN20250218002153,DT_20250218_093942
TXN20250223002154,DT_20250223_181433
TXN20250109002155,DT_20250109_041753
TXN20250129002156,DT_20250129_054200
TXN20250115002157,DT_20250115_205915
TXN20250328002158,DT_20250328_221030
TXN20250221002159,DT_20250221_142052
TXN20250325002160,DT_20250325_073708
TXN20250308002161,DT_20250308_224238
TXN20250319002162,DT_20250319_022443
TXN20250110002163,DT_20250110_051645
TXN20250131002164,DT_20250131_135044
TXN20250115002165,DT_20250115_213017
TXN20250227002166,DT_20250227_055154
TXN20250308002167,DT_20250308_000625
TXN20250325002168,DT_20250325_111515
TXN20250204002169,DT_20250204_020850
TXN20250323002170,DT_20250323_181104
TXN20250201002171,DT_20250201_131212
TXN20250204002172,DT_20250204_132646
TXN20250111002173,DT_20250111_082603
TXN20250308002174,DT_20250308_183957
TXN20250327002175,DT_20250327_155608
TXN20250322002176,DT_20250322_112017
TXN20250313002177,DT_20250313_114737
TXN20250306002178,DT_20250306_093928
TXN20250322002179,DT_20250322_214318
TXN20250219002180,DT_20250219_145245
TXN20250305002181,DT_20250305_090157
TXN20250204002182,DT_20250204_022125
TXN20250208002183,DT_20250208_103609
TXN20250102002184,DT_20250102_005604
TXN20250116002185,DT_20250116_014048
TXN20250131002186,DT_20250131_044324
TXN20250115002187,DT_20250115_062144
TXN20250117002188,DT_20250117_064433
TXN20250302002189,DT_20250302_062840
TXN20250224002190,DT_20250224_042659
TXN20250314002191,DT_20250314_221048
TXN20250216002192,DT_20250216_015347
TXN20250119002193,DT_20250119_235515
TXN20250329002194,DT_20250329_093150
TXN20250110002195,DT_20250110_022455
TXN20250327002196,DT_20250327_180240
TXN20250103002197,DT_20250103_165510
TXN20250112002198,DT_20250112_210120
TXN20250122002199,DT_20250122_115355
TXN20250101002200,DT_20250101_170407
TXN20250207002201,DT_20250207_044157
TXN20250213002202,DT_20250213_035121
TXN20250212002203,DT_20250212_080659
TXN20250305002204,DT_20250305_010051
TXN20250304002205,DT_20250304_003045
TXN20250108002206,DT_20250108_012029
TXN20250218002207,DT_20250218_024057
TXN20250314002208,DT_20250314_170701
TXN20250203002209,DT_20250203_145243
TXN20250308002210,DT_20250308_210132
TXN20250216002211,DT_20250216_040114
TXN20250310002212,DT_20250310_154329
TXN20250114002213,DT_20250114_044045
TXN20250318002214,DT_20250318_033814
TXN20250320002215,DT_20250320_215732
TXN20250207002216,DT_20250207_053947
TXN20250123002217,DT_20250123_092330
TXN20250129002218,DT_20250129_024720
TXN20250214002219,DT_20250214_192407
TXN20250329002220,DT_20250329_014501
TXN20250113002221,DT_20250113_102037
TXN20250223002222,DT_20250223_205047
TXN20250220002223,DT_20250220_132852
TXN20250109002224,DT_20250109_194748
TXN20250214002225,DT_20250214_031916
TXN20250217002226,DT_20250217_110517
TXN20250119002227,DT_20250119_111823
TXN20250119002228,DT_20250119_035235
TXN20250129002229,DT_20250129_030326
TXN20250205002230,DT_20250205_100341
TXN20250324002231,DT_20250324_160831
TXN20250204002232,DT_20250204_183635
TXN20250204002233,DT_20250204_211510
TXN20250122002234,DT_20250122_202241
TXN20250330002235,DT_20250330_163320
TXN20250209002236,DT_20250209_171717
TXN20250214002237,DT_20250214_230917
TXN20250129002238,DT_20250129_051017
TXN20250322002239,DT_20250322_062344
TXN20250322002240,DT_20250322_013914
TXN20250316002241,DT_20250316_205730
TXN20250201002242,DT_20250201_143402
TXN20250128002243,DT_20250128_152644
TXN20250220002244,DT_20250220_202218
TXN20250303002245,DT_20250303_084509
TXN20250120002246,DT_20250120_205544
TXN20250208002247,DT_20250208_214644
TXN20250328002248,DT_20250328_111201
TXN20250302002249,DT_20250302_105138
TXN20250112002250,DT_20250112_105424
TXN20250310002251,DT_20250310_160448
TXN20250106002252,DT_20250106_110738
TXN20250118002253,DT_20250118_061847
TXN20250117002254,DT_20250117_164953
TXN20250309002255,DT_20250309_191940
TXN20250205002256,DT_20250205_081108
TXN20250127002257,DT_20250127_032943
TXN20250302002258,DT_20250302_042524
TXN20250121002259,DT_20250121_113333
TXN20250324002260,DT_20250324_130709
TXN20250223002261,DT_20250223_025445
TXN20250202002262,DT_20250202_184000
TXN20250302002263,DT_20250302_102233
TXN20250112002264,DT_20250112_103737
TXN20250126002265,DT_20250126_062412
TXN20250311002266,DT_20250311_073000
TXN20250324002267,DT_20250324_191532
TXN20250131002268,DT_20250131_211846
TXN20250222002269,DT_20250222_021409
TXN20250210002270,DT_20250210_103754
TXN20250323002271,DT_20250323_231845
TXN20250106002272,DT_20250106_103842
TXN20250328002273,DT_20250328_193505
TXN20250206002274,DT_20250206_005023
TXN20250323002275,DT_20250323_192036
TXN20250301002276,DT_20250301_175208
TXN20250116002277,DT_20250116_204218
TXN20250311002278,DT_20250311_104833
TXN20250212002279,DT_20250212_021626
TXN20250217002280,DT_20250217_004835
TXN20250125002281,DT_20250125_213823
TXN20250109002282,DT_20250109_053624
TXN20250222002283,DT_20250222_152941
TXN20250326002284,DT_20250326_214220
TXN20250301002285,DT_20250301_044814
TXN20250311002286,DT_20250311_214152
TXN20250318002287,DT_20250318_174837
TXN20250302002288,DT_20250302_082804
TXN20250217002289,DT_20250217_183253
TXN20250107002290,DT_20250107_080348
TXN20250117002291,DT_20250117_162628
TXN20250211002292,DT_20250211_072138
TXN20250213002293,DT_20250213_121824
TXN20250109002294,DT_20250109_211417
TXN20250129002295,DT_20250129_072531
TXN20250109002296,DT_20250109_131631
TXN20250206002297,DT_20250206_110552
TXN20250301002298,DT_20250301_110208
TXN20250221002299,DT_20250221_070028
TXN20250129002300,DT_20250129_195722
TXN20250307002301,DT_20250307_225351
TXN20250129002302,DT_20250129_193414
TXN20250225002303,DT_20250225_203041
TXN20250320002304,DT_20250320_175608
TXN20250102002305,DT_20250102_044759
TXN20250315002306,DT_20250315_105336
TXN20250314002307,DT_20250314_233424
TXN20250212002308,DT_20250212_231828
TXN20250330002309,DT_20250330_115144
TXN20250305002310,DT_20250305_150915
TXN20250315002311,DT_20250315_043219
TXN20250223002312,DT_20250223_215312
TXN20250127002313,DT_20250127_162733
TXN20250312002314,DT_20250312_052725
TXN20250109002315,DT_20250109_054511
TXN20250329002316,DT_20250329_162305
TXN20250211002317,DT_20250211_091237
TXN20250312002318,DT_20250312_094936
TXN20250220002319,DT_20250220_191105
TXN20250330002320,DT_20250330_223614
TXN20250223002321,DT_20250223_151247
TXN20250130002322,DT_20250130_233429
TXN20250221002323,DT_20250221_193652
TXN20250225002324,DT_20250225_111547
TXN20250322002325,DT_20250322_055446
TXN20250109002326,DT_20250109_054428
TXN20250201002327,DT_20250201_170553
TXN20250216002328,DT_20250216_233721
TXN20250309002329,DT_20250309_013150
TXN20250105002330,DT_20250105_010122
TXN20250225002331,DT_20250225_203135
TXN20250131002332,DT_20250131_204724
TXN20250107002333,DT_20250107_091629
TXN20250314002334,DT_20250314_222819
TXN20250320002335,DT_20250320_085138
TXN20250212002336,DT_20250212_080554
TXN20250329002337,DT_20250329_073054
TXN20250315002338,DT_20250315_052207
TXN20250110002339,DT_20250110_135030
TXN20250206002340,DT_20250206_201924
TXN20250309002341,DT_20250309_185238
TXN20250318002342,DT_20250318_233205
TXN20250107002343,DT_20250107_165608
TXN20250320002344,DT_20250320_092557
TXN20250329002345,DT_20250329_141217
TXN20250308002346,DT_20250308_215646
TXN20250123002347,DT_20250123_180515
TXN20250318002348,DT_20250318_051048
TXN20250224002349,DT_20250224_172808
TXN20250327002350,DT_20250327_063353
TXN20250123002351,DT_20250123_090824
TXN20250331002352,DT_20250331_033215
TXN20250105002353,DT_20250105_085100
TXN20250219002354,DT_20250219_111742
TXN20250124002355,DT_20250124_225303
TXN20250130002356,DT_20250130_030432
TXN20250113002357,DT_20250113_213132
TXN20250309002358,DT_20250309_043225
TXN20250221002359,DT_20250221_135942
TXN20250304002360,DT_20250304_214244
TXN20250218002361,DT_20250218_183846
TXN20250121002362,DT_20250121_143354
TXN20250318002363,DT_20250318_224126
TXN20250322002364,DT_20250322_124653
TXN20250308002365,DT_20250308_092817
TXN20250218002366,DT_20250218_124407
TXN20250225002367,DT_20250225_082324
TXN20250121002368,DT_20250121_084809
TXN20250324002369,DT_20250324_083456
TXN20250120002370,DT_20250120_230147
TXN20250227002371,DT_20250227_173044
TXN20250122002372,DT_20250122_074015
TXN20250329002373,DT_20250329_091301
TXN20250217002374,DT_20250217_041827
TXN20250127002375,DT_20250127_085204
TXN20250320002376,DT_20250320_194351
TXN20250118002377,DT_20250118_164008
TXN20250303002378,DT_20250303_101703
TXN20250218002379,DT_20250218_141853
TXN20250322002380,DT_20250322_113926
TXN20250104002381,DT_20250104_210059
TXN20250320002382,DT_20250320_040105
TXN20250331002383,DT_20250331_180958
TXN20250218002384,DT_20250218_055119
TXN20250319002385,DT_20250319_225251
TXN20250322002386,DT_20250322_185809
TXN20250126002387,DT_20250126_104652
TXN20250210002388,DT_20250210_030924
TXN20250124002389,DT_20250124_021510
TXN20250121002390,DT_20250121_121233
TXN20250305002391,DT_20250305_125451
TXN20250127002392,DT_20250127_080533
TXN20250326002393,DT_20250326_154150
TXN20250227002394,DT_20250227_001640
TXN20250205002395,DT_20250205_062554
TXN20250331002396,DT_20250331_073600
TXN20250107002397,DT_20250107_075755
TXN20250314002398,DT_20250314_010226
TXN20250201002399,DT_20250201_111235
