tran_sequence_number,merchant_id
TXN20250120004680,MUS00023
TXN20250127004681,MSG00173
TXN20250308004682,MCA00068
TXN20250220004683,MJP00045
TXN20250116004684,MAE00126
TXN20250107004685,MUS00055
TXN20250125004686,MUS00034
TXN20250117004687,MJP00214
TXN20250309004688,MDE00048
TXN20250207004689,MFR00177
TXN20250315004690,MJP00215
TXN20250119004691,MFR00072
TXN20250322004692,MGB00001
TXN20250329004693,MIN00131
TXN20250115004694,MSG00189
TXN20250124004695,MGB00064
TXN20250228004696,MNL00169
TXN20250318004697,MGB00191
TXN20250323004698,MNL00078
TXN20250318004699,MSG00083
TXN20250205004700,MCA00156
TXN20250218004701,MSG00140
TXN20250213004702,MJP00097
TXN20250322004703,MSG00050
TXN20250110004704,MNL00030
TXN20250119004705,MGB00199
TXN20250203004706,MES00025
TXN20250309004707,MGB00183
TXN20250204004708,MCA00110
TXN20250228004709,MCA00102
TXN20250202004710,MCA00147
TXN20250324004711,MIN00128
TXN20250125004712,MJP00007
TXN20250107004713,MCA00156
TXN20250315004714,MUS00150
TXN20250323004715,MNL00161
TXN20250213004716,MIN00128
TXN20250323004717,MJP00137
TXN20250219004718,MNL00218
TXN20250203004719,MUS00153
TXN20250219004720,MDE00074
TXN20250107004721,MAU00060
TXN20250223004722,MUS00142
TXN20250206004723,MES00175
TXN20250109004724,MNL00039
TXN20250219004725,MUS00190
TXN20250131004726,MUS00142
TXN20250310004727,MUS00179
TXN20250109004728,MUS00142
TXN20250105004729,MDE00052
TXN20250220004730,MUS00129
TXN20250315004731,MES00025
TXN20250116004732,MJP00049
TXN20250325004733,MAU00060
TXN20250305004734,MGB00054
TXN20250316004735,MUS00077
TXN20250119004736,MFR00008
TXN20250109004737,MNL00013
TXN20250326004738,MCA00016
TXN20250108004739,MCA00209
TXN20250129004740,MUS00079
TXN20250315004741,MDE00048
TXN20250305004742,MUS00139
TXN20250309004743,MIN00187
TXN20250320004744,MGB00168
TXN20250222004745,MAU00186
TXN20250206004746,MNL00169
TXN20250109004747,MJP00088
TXN20250131004748,MGB00132
TXN20250202004749,MJP00049
TXN20250306004750,MSG00050
TXN20250303004751,MFR00015
TXN20250102004752,MUS00057
TXN20250122004753,MUS00047
TXN20250131004754,MGB00191
TXN20250124004755,MDE00185
TXN20250107004756,MUS00116
TXN20250325004757,MCA00019
TXN20250328004758,MIN00152
TXN20250205004759,MIN00113
TXN20250224004760,MFR00042
TXN20250306004761,MUS00164
TXN20250330004762,MDE00185
TXN20250303004763,MGB00001
TXN20250306004764,MES00066
TXN20250216004765,MCA00200
TXN20250330004766,MUS00023
TXN20250320004767,MCA00143
TXN20250321004768,MSG00140
TXN20250329004769,MIN00138
TXN20250218004770,MIN00178
TXN20250303004771,MCA00019
TXN20250106004772,MNL00039
TXN20250106004773,MCA00147
TXN20250124004774,MFR00177
TXN20250207004775,MGB00043
TXN20250218004776,MCA00156
TXN20250124004777,MDE00146
TXN20250109004778,MAE00205
TXN20250315004779,MUS00216
TXN20250217004780,MUS00190
TXN20250222004781,MJP00137
TXN20250306004782,MCA00110
TXN20250221004783,MUS00213
TXN20250105004784,MFR00148
TXN20250318004785,MUS00059
TXN20250113004786,MFR00015
TXN20250315004787,MCA00016
TXN20250209004788,MGB00160
TXN20250217004789,MDE00146
TXN20250126004790,MIN00021
TXN20250326004791,MGB00219
TXN20250317004792,MFR00201
TXN20250111004793,MJP00214
TXN20250131004794,MJP00214
TXN20250313004795,MAU00220
TXN20250208004796,MIN00103
TXN20250107004797,MGB00188
TXN20250212004798,MJP00204
TXN20250204004799,MES00066
TXN20250222004800,MAE00170
TXN20250220004801,MGB00160
TXN20250125004802,MFR00182
TXN20250213004803,MUS00086
TXN20250321004804,MJP00104
TXN20250127004805,MUS00034
TXN20250311004806,MFR00148
TXN20250108004807,MES00217
TXN20250317004808,MHK00195
TXN20250103004809,MFR00122
TXN20250119004810,MDE00114
TXN20250329004811,MUS00130
TXN20250129004812,MUS00023
TXN20250307004813,MCA00200
TXN20250204004814,MES00092
TXN20250330004815,MAE00126
TXN20250203004816,MJP00125
TXN20250328004817,MAU00085
TXN20250312004818,MCA00016
TXN20250329004819,MHK00151
TXN20250124004820,MDE00185
TXN20250107004821,MIN00009
TXN20250103004822,MAU00220
TXN20250102004823,MAU00172
TXN20250309004824,MJP00049
TXN20250226004825,MCA00101
TXN20250222004826,MAU00186
TXN20250119004827,MAE00208
TXN20250218004828,MUS00139
TXN20250320004829,MAU00149
TXN20250116004830,MES00087
TXN20250113004831,MIN00138
TXN20250103004832,MNL00013
TXN20250326004833,MCA00068
TXN20250104004834,MGB00199
TXN20250221004835,MGB00183
TXN20250122004836,MUS00023
TXN20250327004837,MSG00083
TXN20250201004838,MIN00037
TXN20250118004839,MNL00169
TXN20250305004840,MIN00037
TXN20250127004841,MJP00133
TXN20250222004842,MHK00053
TXN20250207004843,MFR00015
TXN20250303004844,MAE00090
TXN20250331004845,MUS00034
TXN20250125004846,MIN00037
TXN20250121004847,MUS00166
TXN20250220004848,MUS00124
TXN20250313004849,MJP00144
TXN20250214004850,MAU00098
TXN20250210004851,MIN00138
TXN20250314004852,MGB00191
TXN20250215004853,MIN00118
TXN20250313004854,MIN00017
TXN20250129004855,MIN00211
TXN20250113004856,MJP00108
TXN20250131004857,MDE00197
TXN20250228004858,MIN00118
TXN20250309004859,MES00038
TXN20250307004860,MES00092
TXN20250216004861,MGB00219
TXN20250127004862,MNL00161
TXN20250223004863,MGB00064
TXN20250106004864,MDE00114
TXN20250327004865,MUS00171
TXN20250201004866,MCA00063
TXN20250305004867,MJP00137
TXN20250213004868,MJP00204
TXN20250217004869,MCA00068
TXN20250115004870,MCA00200
TXN20250301004871,MJP00036
TXN20250315004872,MUS00012
TXN20250128004873,MAE00035
TXN20250207004874,MAU00105
TXN20250308004875,MCA00016
TXN20250330004876,MCA00044
TXN20250321004877,MHK00202
TXN20250320004878,MSG00083
TXN20250204004879,MHK00053
TXN20250308004880,MDE00048
TXN20250221004881,MIN00009
TXN20250225004882,MGB00106
TXN20250304004883,MUS00142
TXN20250223004884,MUS00139
TXN20250308004885,MUS00164
TXN20250210004886,MFR00192
TXN20250202004887,MAU00172
TXN20250122004888,MIN00180
TXN20250301004889,MIN00131
TXN20250304004890,MAU00186
TXN20250117004891,MJP00137
TXN20250109004892,MGB00191
TXN20250218004893,MUS00153
TXN20250315004894,MES00100
TXN20250325004895,MDE00181
TXN20250107004896,MJP00162
TXN20250312004897,MES00025
TXN20250214004898,MJP00006
TXN20250109004899,MES00175
TXN20250108004900,MGB00001
TXN20250122004901,MGB00094
TXN20250307004902,MGB00054
TXN20250225004903,MUS00166
TXN20250320004904,MSG00050
TXN20250111004905,MCA00110
TXN20250120004906,MCA00143
TXN20250107004907,MAE00035
TXN20250215004908,MSG00083
TXN20250220004909,MJP00104
TXN20250113004910,MCA00196
TXN20250103004911,MUS00150
TXN20250126004912,MES00025
TXN20250301004913,MUS00179
TXN20250203004914,MJP00123
TXN20250116004915,MGB00219
TXN20250116004916,MES00100
TXN20250202004917,MES00217
TXN20250205004918,MHK00151
TXN20250312004919,MUS00153
TXN20250115004920,MGB00046
TXN20250120004921,MIN00022
TXN20250101004922,MAU00172
TXN20250324004923,MAU00024
TXN20250311004924,MUS00142
TXN20250127004925,MJP00028
TXN20250324004926,MAU00024
TXN20250227004927,MGB00065
TXN20250331004928,MAU00149
TXN20250105004929,MGB00163
TXN20250304004930,MGB00027
TXN20250102004931,MDE00181
TXN20250224004932,MIN00011
TXN20250129004933,MES00087
TXN20250321004934,MAU00084
TXN20250106004935,MUS00216
TXN20250211004936,MDE00111
TXN20250301004937,MJP00158
TXN20250317004938,MUS00057
TXN20250317004939,MJP00125
TXN20250123004940,MUS00171
TXN20250118004941,MGB00046
TXN20250104004942,MAU00186
TXN20250311004943,MGB00065
TXN20250107004944,MGB00188
TXN20250216004945,MFR00201
TXN20250220004946,MGB00188
TXN20250117004947,MGB00141
TXN20250113004948,MES00107
TXN20250107004949,MUS00059
TXN20250122004950,MIN00203
TXN20250205004951,MIN00131
TXN20250107004952,MDE00136
TXN20250125004953,MIN00211
TXN20250301004954,MGB00046
TXN20250122004955,MCA00099
TXN20250302004956,MGB00065
TXN20250125004957,MCA00196
TXN20250220004958,MAE00090
TXN20250212004959,MJP00214
TXN20250224004960,MES00062
TXN20250226004961,MUS00047
TXN20250110004962,MJP00032
TXN20250128004963,MNL00218
TXN20250313004964,MCA00093
TXN20250205004965,MES00062
TXN20250314004966,MUS00207
TXN20250314004967,MAU00089
TXN20250217004968,MDE00048
TXN20250210004969,MUS00135
TXN20250310004970,MUS00139
TXN20250210004971,MSG00189
TXN20250309004972,MUS00216
TXN20250203004973,MDE00048
TXN20250311004974,MGB00106
TXN20250203004975,MIN00184
TXN20250223004976,MGB00106
TXN20250321004977,MFR00177
TXN20250311004978,MAU00089
TXN20250215004979,MUS00198
TXN20250128004980,MJP00108
TXN20250315004981,MES00058
TXN20250215004982,MFR00042
TXN20250219004983,MIN00128
TXN20250312004984,MIN00211
TXN20250211004985,MUS00034
TXN20250217004986,MHK00195
TXN20250206004987,MCA00080
TXN20250308004988,MDE00136
TXN20250304004989,MUS00057
TXN20250203004990,MIN00003
TXN20250101004991,MUS00150
TXN20250322004992,MDE00074
TXN20250120004993,MHK00151
TXN20250307004994,MDE00111
TXN20250211004995,MSG00165
TXN20250103004996,MNL00051
TXN20250127004997,MAU00005
TXN20250219004998,MUS00135
TXN20250124004999,MUS00040
TXN20250106005000,MGB00064
