userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000283,5,7502.73,USD,NA,credit card,general retail,late-night,weekend,high-value,"weekend spend, late-night activity, everyday consumer spend","User U000283 shows a high-value spending profile across 5 transactions totaling 7502.73 USD. The user most often transacts in NA with credit card payments, favors general retail, and is most active during late-night weekend periods. Common patterns include weekend spend, late-night activity, everyday consumer spend."
U000284,3,3072.18,JPY,APAC,credit card,healthcare services,late-night,weekday,high-value,"late-night activity, very high-value, cash-like financial services","User U000284 shows a high-value spending profile across 3 transactions totaling 3072.18 JPY. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during late-night weekday periods. Common patterns include late-night activity, very high-value, cash-like financial services."
U000285,6,7880.36,AUD,APAC,credit card,quick service dining,morning,weekday,high-value,"everyday consumer spend, weekend spend, very high-value","User U000285 shows a high-value spending profile across 6 transactions totaling 7880.36 AUD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, very high-value."
U000286,8,4336.21,USD,NA,credit card,digital subscription services,morning,weekend,high-value,"weekend spend, digital recurring, late-night activity","User U000286 shows a high-value spending profile across 8 transactions totaling 4336.21 USD. The user most often transacts in NA with credit card payments, favors digital subscription services, and is most active during morning weekend periods. Common patterns include weekend spend, digital recurring, late-night activity."
U000287,6,6271.94,EUR,EMEA,credit card,consumer electronics,morning,weekday,high-value,"high-value, everyday consumer spend, premium electronics","User U000287 shows a high-value spending profile across 6 transactions totaling 6271.94 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include high-value, everyday consumer spend, premium electronics."
U000288,5,2110.47,INR,APAC,credit card,healthcare services,late-night,weekday,mid-value,"late-night activity, weekend spend, everyday consumer spend","User U000288 shows a mid-value spending profile across 5 transactions totaling 2110.47 INR. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, everyday consumer spend."
U000289,10,3068.94,GBP,EMEA,credit card,ride-hailing and local transport,late-night,weekday,mid-value,"weekend spend, high-value, late-night activity","User U000289 shows a mid-value spending profile across 10 transactions totaling 3068.94 GBP. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include weekend spend, high-value, late-night activity."
U000290,3,4787.92,EUR,EMEA,credit card,fashion retail,afternoon,weekday,high-value,"high-value, very high-value, cash-like financial services","User U000290 shows a high-value spending profile across 3 transactions totaling 4787.92 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include high-value, very high-value, cash-like financial services."
U000291,7,5733.15,EUR,EMEA,credit card,financial services,afternoon,weekend,high-value,"high-value, weekend spend, cash-like financial services","User U000291 shows a high-value spending profile across 7 transactions totaling 5733.15 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during afternoon weekend periods. Common patterns include high-value, weekend spend, cash-like financial services."
U000292,4,4706.47,CAD,NA,credit card,consumer electronics,morning,weekday,high-value,"high-value, premium electronics, everyday consumer spend","User U000292 shows a high-value spending profile across 4 transactions totaling 4706.47 CAD. The user most often transacts in NA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include high-value, premium electronics, everyday consumer spend."
U000293,5,5968.23,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"weekend spend, high-value, premium electronics","User U000293 shows a high-value spending profile across 5 transactions totaling 5968.23 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include weekend spend, high-value, premium electronics."
U000294,3,2146.4,CAD,NA,credit card,grocery retail,late-night,weekday,high-value,"everyday consumer spend, very high-value, cash-like financial services","User U000294 shows a high-value spending profile across 3 transactions totaling 2146.4 CAD. The user most often transacts in NA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, very high-value, cash-like financial services."
