tran_sequence_number,Transaction_Amount,userid,transaction_time,transaction_date,transaction_currency_code,merchant_name,merchant_city,merchant_id,card_type,latitude,longitude,merchant_category_code,merchant_country_code,merchant_country,merchant_region_code,ICA_code,issr_id,acquirer_id,transaction_narration
TXN20250306000358,3629,U000763,16:05:00,2025-03-06,JPY,FinServe Online Tokyo 108,Tokyo,MJP00108,CREDIT,35.679348,139.615677,6012,JP,Japan,APAC,100108,ISSR_JP_174,ACQ_APAC_702,"Financial services payment to FinServe Online Tokyo (Tokyo) — ¥3,629 on 6 Mar 2025. Ref: 3KZVH4FZ8O."
TXN20250113000359,65.0,U000557,08:54:07,2025-01-13,INR,PharmaDirect Bengaluru 180,Bengaluru,MIN00180,CREDIT,12.999833,77.576392,5912,IN,India,APAC,100180,ISSR_IN_302,ACQ_APAC_702,"INR65 Credit payment at PharmaDirect Bengaluru pharmacy, Bengaluru."
TXN20250304000360,3959,U000092,09:03:19,2025-03-04,JPY,FinServe Online Tokyo 108,Tokyo,MJP00108,CREDIT,35.680011,139.689667,6012,JP,Japan,APAC,100108,ISSR_JP_174,ACQ_APAC_702,"Financial services payment to FinServe Online Tokyo (Tokyo) — ¥3,959 on 4 Mar 2025. Ref: J9BOQ0IQ2F."
TXN20250129000361,69.71,U000545,06:08:51,2025-01-29,EUR,MetroFuel Berlin 155,Berlin,MDE00155,CREDIT,52.500919,13.41368,5541,DE,Germany,EMEA,100155,ISSR_DE_238,ACQ_EMEA_502,"Fuel & convenience purchase at MetroFuel Berlin, Berlin — €69.71 on 29 Jan 2025. Ref: C2IHOY."
TXN20250112000362,13.36,U000557,10:29:12,2025-01-12,EUR,StreamSphere Berlin 052,Berlin,MDE00052,PREPAID,52.498978,13.393159,4899,DE,Germany,EMEA,100052,ISSR_DE_238,ACQ_EMEA_502,€13.36 deducted for StreamSphere Berlin digital subscription on 12 Jan 2025.
TXN20250102000363,40.32,U000719,17:00:21,2025-01-02,USD,RideNow San Francisco 018,San Francisco,MUS00018,DEBIT,37.799424,-122.457734,4121,US,United States,NA,100018,ISSR_US_205,ACQ_NA_403,Ride & transport: RideNow San Francisco (San Francisco) — $40.32 on 2 Jan 2025.
TXN20250305000364,1477.75,U000015,01:29:34,2025-03-05,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,DEBIT,52.372439,4.867141,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,"Fund transfer / payment: FinServe Online Amsterdam · Amsterdam · €1,477.75 · 5 Mar 2025."
TXN20250119000365,79.44,U000630,11:56:54,2025-01-19,EUR,PharmaDirect Paris 182,Paris,MFR00182,DEBIT,48.866352,2.343258,5912,FR,France,EMEA,100182,ISSR_FR_229,ACQ_EMEA_501,"Pharmacy purchase at PharmaDirect Paris, Paris — €79.44 on 19 Jan 2025."
TXN20250130000366,60.34,U000028,10:28:50,2025-01-30,EUR,PharmaDirect Paris 182,Paris,MFR00182,DEBIT,48.841076,2.390181,5912,FR,France,EMEA,100182,ISSR_FR_229,ACQ_EMEA_501,Wellness & pharmacy: PharmaDirect Paris · Paris · €60.34 · 30 Jan 2025.
TXN20250213000367,1654,U000282,06:16:45,2025-02-13,JPY,FinServe Online Tokyo 004,Tokyo,MJP00004,CREDIT,35.692638,139.678111,6012,JP,Japan,APAC,100004,ISSR_JP_174,ACQ_APAC_701,"Financial services payment to FinServe Online Tokyo (Tokyo) — ¥1,654 on 13 Feb 2025. Ref: XR5RDNPX2I."
TXN20250120000368,53.59,U000490,22:01:19,2025-01-20,CAD,FreshMart Toronto 096,Toronto,MCA00096,CREDIT,43.614706,-79.350786,5411,CA,Canada,NA,100096,ISSR_CA_214,ACQ_NA_402,Supermarket spend: FreshMart Toronto · Toronto · CA$53.59 · 20 Jan 2025 · Tap-to-pay.
TXN20250111000369,119.79,U000407,15:48:57,2025-01-11,EUR,UrbanTable Paris 122,Paris,MFR00122,DEBIT,48.849808,2.34672,5812,FR,France,EMEA,100122,ISSR_FR_229,ACQ_EMEA_502,Restaurant bill: UrbanTable Paris · Paris · €119.79 · 11 Jan 2025.
TXN20250124000370,46.0,U000375,03:39:52,2025-01-24,INR,MediCare Plus Mumbai 138,Mumbai,MIN00138,CREDIT,19.071587,72.888918,8099,IN,India,APAC,100138,ISSR_IN_302,ACQ_APAC_701,Healthcare payment: MediCare Plus Mumbai · Mumbai · INR46 · 24 Jan 2025. Ref: 9DXJ37C.
TXN20250212000371,153.39,U000489,23:35:46,2025-02-12,GBP,UrbanTable London 174,London,MGB00174,DEBIT,51.469485,-0.148898,5812,GB,United Kingdom,EMEA,100174,ISSR_GB_118,ACQ_EMEA_503,£153.39 food & beverage charge at UrbanTable London (London) on 12 Feb 2025.
TXN20250102000372,1789.9,U000067,06:08:51,2025-01-02,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.891089,2.320454,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"High-value electronics charge at ElectroHub Paris (Paris) — €1,789.90 — 2 Jan 2025."
TXN20250312000373,109.55,U000728,18:42:29,2025-03-12,USD,FreshMart San Francisco 139,San Francisco,MUS00139,DEBIT,37.777512,-122.381788,5411,US,United States,NA,100139,ISSR_US_205,ACQ_NA_402,$109.55 charged to your Debit card at FreshMart San Francisco (San Francisco) on 12 Mar 2025. Ref: LRDIHSA7.
TXN20250330000374,165.49,U000205,23:29:36,2025-03-30,USD,PharmaDirect Chicago 124,Chicago,MUS00124,CREDIT,41.908936,-87.618987,5912,US,United States,NA,100124,ISSR_US_101,ACQ_NA_403,Wellness & pharmacy: PharmaDirect Chicago · Chicago · $165.49 · 30 Mar 2025.
TXN20250315000375,107.62,U000786,00:59:01,2025-03-15,GBP,FreshMart Manchester 069,Manchester,MGB00069,DEBIT,53.470241,-2.215834,5411,GB,United Kingdom,EMEA,100069,ISSR_GB_118,ACQ_EMEA_503,Supermarket spend: FreshMart Manchester · Manchester · £107.62 · 15 Mar 2025 · Atm withdrawal.
TXN20250206000376,303.47,U000721,15:48:01,2025-02-06,EUR,FinServe Online Madrid 025,Madrid,MES00025,PREPAID,40.417015,-3.671273,6012,ES,Spain,EMEA,100025,ISSR_ES_241,ACQ_EMEA_502,Financial transaction at FinServe Online Madrid (Madrid) — €303.47 — 6 Feb 2025. Auth: 8N7ODK.
TXN20250211000377,2581.21,U000630,10:47:47,2025-02-11,CAD,EduPrime Vancouver 200,Vancouver,MCA00200,CREDIT,49.271786,-123.160213,8220,CA,Canada,NA,100200,ISSR_CA_214,ACQ_NA_403,"Tuition/course fee: EduPrime Vancouver · Vancouver · CA$2,581.21 · 11 Feb 2025."
TXN20250312000378,53.55,U000265,07:00:24,2025-03-12,EUR,MetroFuel Madrid 067,Madrid,MES00067,PREPAID,40.43697,-3.695809,5541,ES,Spain,EMEA,100067,ISSR_ES_241,ACQ_EMEA_503,"Forecourt transaction at MetroFuel Madrid, Madrid — €53.55 — 12 Mar 2025."
TXN20250303000379,1439.28,U000063,06:38:23,2025-03-03,GBP,ElectroHub London 145,London,MGB00145,CREDIT,51.496379,-0.136009,5732,GB,United Kingdom,EMEA,100145,ISSR_GB_224,ACQ_EMEA_502,"Electronics purchase at ElectroHub London, London — £1,439.28 via swipe on 3 Mar 2025."
TXN20250115000380,772.9,U000539,19:28:07,2025-01-15,CAD,CloudStay Toronto 063,Toronto,MCA00063,CREDIT,43.691845,-79.383523,7011,CA,Canada,NA,100063,ISSR_CA_214,ACQ_NA_401,Lodging payment to CloudStay Toronto (Toronto) of CA$772.90 on 15 Jan 2025 — Ref: I9G5DZX.
TXN20250330000381,8.37,U000620,01:34:05,2025-03-30,GBP,StreamSphere Manchester 046,Manchester,MGB00046,PREPAID,53.497818,-2.20785,4899,GB,United Kingdom,EMEA,100046,ISSR_GB_118,ACQ_EMEA_503,Recurring subscription: StreamSphere Manchester — £8.37 auto-debited on 30 Mar 2025.
TXN20250217000382,13.53,U000758,14:30:48,2025-02-17,USD,StreamSphere Chicago 213,Chicago,MUS00213,CREDIT,41.871667,-87.606544,4899,US,United States,NA,100213,ISSR_US_101,ACQ_NA_401,Monthly plan renewal: StreamSphere Chicago · $13.53 · 17 Feb 2025. Sub ref: BPPFO5.
TXN20250111000383,313.0,U000515,21:33:23,2025-01-11,INR,MediCare Plus Mumbai 138,Mumbai,MIN00138,CREDIT,19.067126,72.887091,8099,IN,India,APAC,100138,ISSR_IN_302,ACQ_APAC_701,"Medical services at MediCare Plus Mumbai, Mumbai — INR313 on 11 Jan 2025."
TXN20250302000384,23.75,U000447,23:58:22,2025-03-02,CAD,QuickBite Toronto 093,Toronto,MCA00093,DEBIT,43.653803,-79.397537,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,"Dining at QuickBite Toronto, Toronto — CA$23.75 via contactless on 2 Mar 2025."
TXN20250330000385,103.33,U000409,21:10:02,2025-03-30,USD,MetroFuel Chicago 216,Chicago,MUS00216,DEBIT,41.89052,-87.59771,5541,US,United States,NA,100216,ISSR_US_319,ACQ_NA_401,"Fuel & convenience purchase at MetroFuel Chicago, Chicago — $103.33 on 30 Mar 2025. Ref: T6DVWR."
TXN20250215000386,1621.0,U000796,03:27:57,2025-02-15,INR,SkyJet Travel Mumbai 037,Mumbai,MIN00037,CREDIT,19.083057,72.842235,4511,IN,India,APAC,100037,ISSR_IN_302,ACQ_APAC_701,"Airline ticket: SkyJet Travel Mumbai · INR1,621 · 15 Feb 2025 · Booking ref PXVPBL."
TXN20250109000387,119.4,U000777,23:35:05,2025-01-09,AUD,MarketSquare Sydney 089,Sydney,MAU00089,DEBIT,-33.853129,151.221567,5311,AU,Australia,APAC,100089,ISSR_AU_276,ACQ_APAC_702,"Retail purchase at MarketSquare Sydney, Sydney — A$119.40 via tap-to-pay on 9 Jan 2025."
TXN20250130000388,166.24,U000752,15:24:22,2025-01-30,USD,UrbanTable New York 057,New York,MUS00057,CREDIT,40.739147,-73.969087,5812,US,United States,NA,100057,ISSR_US_319,ACQ_NA_401,"Food & drink purchase at UrbanTable New York, New York — $166.24 — 30 Jan 2025. Ref: U4FMPK."
TXN20250317000389,1377.19,U000135,06:46:29,2025-03-17,USD,SkyJet Travel Chicago 079,Chicago,MUS00079,CREDIT,41.890054,-87.641058,4511,US,United States,NA,100079,ISSR_US_101,ACQ_NA_401,"$1,377.19 deducted for air travel via SkyJet Travel Chicago, Chicago, on 17 Mar 2025."
TXN20250106000390,1066.98,U000049,19:41:13,2025-01-06,GBP,Luxura Retail Manchester 094,Manchester,MGB00094,CREDIT,53.452645,-2.248682,5651,GB,United Kingdom,EMEA,100094,ISSR_GB_118,ACQ_EMEA_501,"In-store fashion purchase at Luxura Retail Manchester, Manchester — £1,066.98 on 6 Jan 2025."
TXN20250107000391,13.79,U000372,06:45:50,2025-01-07,CAD,StreamSphere Vancouver 081,Vancouver,MCA00081,CREDIT,49.297602,-123.100191,4899,CA,Canada,NA,100081,ISSR_CA_214,ACQ_NA_403,Recurring subscription: StreamSphere Vancouver — CA$13.79 auto-debited on 7 Jan 2025.
TXN20250326000392,165.08,U000814,01:35:45,2025-03-26,EUR,UrbanTable Paris 122,Paris,MFR00122,CREDIT,48.829759,2.359677,5812,FR,France,EMEA,100122,ISSR_FR_229,ACQ_EMEA_502,Restaurant bill: UrbanTable Paris · Paris · €165.08 · 26 Mar 2025.
TXN20250331000393,270.73,U000473,05:12:16,2025-03-31,USD,MarketSquare San Francisco 207,San Francisco,MUS00207,DEBIT,37.740796,-122.452914,5311,US,United States,NA,100207,ISSR_US_101,ACQ_NA_403,General retail: MarketSquare San Francisco · San Francisco · $270.73 · 31 Mar 2025. Ref: CNS8Y7.
TXN20250111000394,131.0,U000048,17:37:34,2025-01-11,INR,MetroFuel Bengaluru 131,Bengaluru,MIN00131,DEBIT,12.9647,77.602094,5541,IN,India,APAC,100131,ISSR_IN_188,ACQ_APAC_702,Petrol station charge: MetroFuel Bengaluru · Bengaluru · INR131 · 11 Jan 2025.
TXN20250117000395,35,U000830,22:21:52,2025-01-17,JPY,FreshMart Osaka 123,Osaka,MJP00123,DEBIT,34.717616,135.500902,5411,JP,Japan,APAC,100123,ISSR_JP_174,ACQ_APAC_703,In-store grocery payment to FreshMart Osaka in Osaka for ¥35 on 17 Jan 2025.
TXN20250103000396,16.52,U000218,11:15:58,2025-01-03,GBP,FreshMart Manchester 163,Manchester,MGB00163,CREDIT,53.441776,-2.268817,5411,GB,United Kingdom,EMEA,100163,ISSR_GB_224,ACQ_EMEA_502,In-store grocery payment to FreshMart Manchester in Manchester for £16.52 on 3 Jan 2025.
TXN20250126000397,234,U000061,19:32:15,2025-01-26,JPY,MediCare Plus Osaka 214,Osaka,MJP00214,CREDIT,34.679648,135.500927,8099,JP,Japan,APAC,100214,ISSR_JP_287,ACQ_APAC_702,"Clinic/hospital charge from MediCare Plus Osaka, Osaka — ¥234 — 26 Jan 2025."
TXN20250327000398,31.08,U000209,08:15:32,2025-03-27,GBP,FreshMart London 191,London,MGB00191,CREDIT,51.522056,-0.161642,5411,GB,United Kingdom,EMEA,100191,ISSR_GB_224,ACQ_EMEA_502,Supermarket spend: FreshMart London · London · £31.08 · 27 Mar 2025 · Contactless.
TXN20250105000399,3971.27,U000663,08:33:28,2025-01-05,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,CREDIT,52.34659,4.942766,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,"Financial transaction at FinServe Online Amsterdam (Amsterdam) — €3,971.27 — 5 Jan 2025. Auth: 555JXU."
TXN20250121000400,18.41,U000607,01:54:20,2025-01-21,EUR,QuickBite Madrid 217,Madrid,MES00217,DEBIT,40.392061,-3.726841,5814,ES,Spain,EMEA,100217,ISSR_ES_145,ACQ_EMEA_502,€18.41 food & beverage charge at QuickBite Madrid (Madrid) on 21 Jan 2025.
TXN20250319000401,131.0,U000745,22:14:04,2025-03-19,INR,PharmaDirect Mumbai 211,Mumbai,MIN00211,DEBIT,19.038103,72.866303,5912,IN,India,APAC,100211,ISSR_IN_302,ACQ_APAC_702,"Pharmacy purchase at PharmaDirect Mumbai, Mumbai — INR131 on 19 Mar 2025."
TXN20250330000402,122.9,U000283,01:16:07,2025-03-30,USD,MarketSquare San Francisco 116,San Francisco,MUS00116,CREDIT,37.811001,-122.42523,5311,US,United States,NA,100116,ISSR_US_205,ACQ_NA_402,General retail: MarketSquare San Francisco · San Francisco · $122.90 · 30 Mar 2025. Ref: 3KKRZD.
TXN20250126000403,4644,U000785,11:39:14,2025-01-26,JPY,EduPrime Osaka 036,Osaka,MJP00036,CREDIT,34.691512,135.488919,8220,JP,Japan,APAC,100036,ISSR_JP_174,ACQ_APAC_702,"Tuition/course fee: EduPrime Osaka · Osaka · ¥4,644 · 26 Jan 2025."
TXN20250214000404,5189.9,U000019,22:53:08,2025-02-14,EUR,EduPrime Amsterdam 161,Amsterdam,MNL00161,CREDIT,52.346389,4.941116,8220,NL,Netherlands,EMEA,100161,ISSR_NL_255,ACQ_EMEA_503,"Academic services at EduPrime Amsterdam, Amsterdam — €5,189.90 — 14 Feb 2025. Ref: 6ORSNC2C."
TXN20250311000405,363.75,U000363,11:51:56,2025-03-11,EUR,Luxura Retail Paris 201,Paris,MFR00201,CREDIT,48.866506,2.320323,5651,FR,France,EMEA,100201,ISSR_FR_229,ACQ_EMEA_503,"Fashion & apparel purchase at Luxura Retail Paris, Paris — €363.75 via chip & PIN on 11 Mar 2025."
TXN20250222000406,4580.97,U000441,08:36:32,2025-02-22,GBP,FinServe Online Manchester 001,Manchester,MGB00001,DEBIT,53.469371,-2.22492,6012,GB,United Kingdom,EMEA,100001,ISSR_GB_118,ACQ_EMEA_501,"£4,580.97 cash-equivalent transaction via FinServe Online Manchester, Manchester, on 22 Feb 2025. Ref: IQ7ZJ3SWEB."
TXN20250220000407,439.18,U000496,15:36:15,2025-02-20,SGD,MediCare Plus Singapore 165,Singapore,MSG00165,DEBIT,1.365651,103.826869,8099,SG,Singapore,APAC,100165,ISSR_SG_158,ACQ_APAC_703,S$439.18 charged for health & medical services at MediCare Plus Singapore (Singapore) on 20 Feb 2025.
TXN20250124000408,83.88,U000328,06:45:24,2025-01-24,AUD,MetroFuel Sydney 172,Sydney,MAU00172,DEBIT,-33.895541,151.190802,5541,AU,Australia,APAC,100172,ISSR_AU_276,ACQ_APAC_701,Petrol station charge: MetroFuel Sydney · Sydney · A$83.88 · 24 Jan 2025.
TXN20250213000409,381.06,U000534,04:12:30,2025-02-13,AUD,Luxura Retail Melbourne 085,Melbourne,MAU00085,CREDIT,-37.830199,144.926359,5651,AU,Australia,APAC,100085,ISSR_AU_163,ACQ_APAC_701,"Fashion & apparel purchase at Luxura Retail Melbourne, Melbourne — A$381.06 via chip & PIN on 13 Feb 2025."
TXN20250227000410,11.32,U000719,13:27:19,2025-02-27,USD,StreamSphere Chicago 153,Chicago,MUS00153,PREPAID,41.894896,-87.650211,4899,US,United States,NA,100153,ISSR_US_101,ACQ_NA_402,Monthly plan renewal: StreamSphere Chicago · $11.32 · 27 Feb 2025. Sub ref: REG2IV.
TXN20250319000411,114.14,U000525,21:24:53,2025-03-19,EUR,MetroFuel Madrid 067,Madrid,MES00067,CREDIT,40.454048,-3.711171,5541,ES,Spain,EMEA,100067,ISSR_ES_241,ACQ_EMEA_503,Petrol station charge: MetroFuel Madrid · Madrid · €114.14 · 19 Mar 2025.
TXN20250322000412,1001.0,U000527,19:02:03,2025-03-22,INR,SkyJet Travel Mumbai 118,Mumbai,MIN00118,CREDIT,19.04087,72.882785,4511,IN,India,APAC,100118,ISSR_IN_302,ACQ_APAC_702,"INR1,001 deducted for air travel via SkyJet Travel Mumbai, Mumbai, on 22 Mar 2025."
TXN20250329000413,67.68,U000555,14:34:04,2025-03-29,GBP,ElectroHub London 145,London,MGB00145,CREDIT,51.539322,-0.142371,5732,GB,United Kingdom,EMEA,100145,ISSR_GB_224,ACQ_EMEA_502,"£67.68 Credit payment at ElectroHub London electronics store, London."
TXN20250313000414,101.65,U000243,08:46:53,2025-03-13,GBP,PharmaDirect London 043,London,MGB00043,CREDIT,51.531129,-0.156782,5912,GB,United Kingdom,EMEA,100043,ISSR_GB_118,ACQ_EMEA_503,"£101.65 Credit payment at PharmaDirect London pharmacy, London."
TXN20250324000415,5.96,U000598,07:16:07,2025-03-24,USD,StreamSphere Chicago 153,Chicago,MUS00153,CREDIT,41.895338,-87.669542,4899,US,United States,NA,100153,ISSR_US_101,ACQ_NA_402,$5.96 deducted for StreamSphere Chicago digital subscription on 24 Mar 2025.
TXN20250130000416,17.2,U000438,09:38:29,2025-01-30,GBP,FreshMart London 191,London,MGB00191,DEBIT,51.499778,-0.153273,5411,GB,United Kingdom,EMEA,100191,ISSR_GB_224,ACQ_EMEA_502,£17.20 charged to your Debit card at FreshMart London (London) on 30 Jan 2025. Ref: YZX9JPNB.
TXN20250202000417,674.93,U000650,02:56:21,2025-02-02,GBP,FinServe Online Manchester 027,Manchester,MGB00027,CREDIT,53.51342,-2.265219,6012,GB,United Kingdom,EMEA,100027,ISSR_GB_118,ACQ_EMEA_502,Fund transfer / payment: FinServe Online Manchester · Manchester · £674.93 · 2 Feb 2025.
TXN20250101000418,1234.69,U000788,12:15:09,2025-01-01,GBP,ElectroHub Manchester 106,Manchester,MGB00106,CREDIT,53.442556,-2.206099,5732,GB,United Kingdom,EMEA,100106,ISSR_GB_118,ACQ_EMEA_501,"Electronics purchase at ElectroHub Manchester, Manchester — £1,234.69 via online on 1 Jan 2025."
TXN20250303000419,934.41,U000749,06:12:27,2025-03-03,USD,SkyJet Travel New York 179,New York,MUS00179,CREDIT,40.704244,-74.010483,4511,US,United States,NA,100179,ISSR_US_319,ACQ_NA_402,"$934.41 deducted for air travel via SkyJet Travel New York, New York, on 3 Mar 2025."
TXN20250127000420,94,U000309,14:51:49,2025-01-27,JPY,MediCare Plus Osaka 214,Osaka,MJP00214,CREDIT,34.72043,135.506354,8099,JP,Japan,APAC,100214,ISSR_JP_287,ACQ_APAC_702,Healthcare payment: MediCare Plus Osaka · Osaka · ¥94 · 27 Jan 2025. Ref: QEBWUWQ.
TXN20250216000421,27,U000179,10:55:48,2025-02-16,JPY,StreamSphere Tokyo 215,Tokyo,MJP00215,CREDIT,35.704734,139.644218,4899,JP,Japan,APAC,100215,ISSR_JP_287,ACQ_APAC_703,Digital subscription charge from StreamSphere Tokyo (Tokyo) — ¥27 on 16 Feb 2025.
TXN20250308000422,37.76,U000238,15:25:21,2025-03-08,CAD,QuickBite Toronto 093,Toronto,MCA00093,CREDIT,43.641994,-79.353043,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,Restaurant bill: QuickBite Toronto · Toronto · CA$37.76 · 8 Mar 2025.
TXN20250302000423,26.0,U000592,20:41:40,2025-03-02,INR,RideNow Mumbai 187,Mumbai,MIN00187,PREPAID,19.036389,72.883346,4121,IN,India,APAC,100187,ISSR_IN_302,ACQ_APAC_701,"INR26 transport payment via RideNow Mumbai, Mumbai, on 2 Mar 2025."
TXN20250324000424,228.88,U000355,18:33:33,2025-03-24,EUR,MarketSquare Madrid 041,Madrid,MES00041,CREDIT,40.387418,-3.718482,5311,ES,Spain,EMEA,100041,ISSR_ES_241,ACQ_EMEA_503,In-store purchase at MarketSquare Madrid (Madrid) — €228.88 — 24 Mar 2025.
TXN20250111000425,2259.52,U000577,14:39:17,2025-01-11,CAD,SkyJet Travel Vancouver 102,Vancouver,MCA00102,CREDIT,49.294772,-123.102259,4511,CA,Canada,NA,100102,ISSR_CA_214,ACQ_NA_403,"CA$2,259.52 deducted for air travel via SkyJet Travel Vancouver, Vancouver, on 11 Jan 2025."
TXN20250113000426,8.76,U000712,20:41:13,2025-01-13,USD,QuickBite New York 164,New York,MUS00164,DEBIT,40.682308,-73.989228,5814,US,United States,NA,100164,ISSR_US_319,ACQ_NA_401,Restaurant bill: QuickBite New York · New York · $8.76 · 13 Jan 2025.
TXN20250113000427,9.49,U000765,11:23:26,2025-01-13,SGD,QuickBite Singapore 140,Singapore,MSG00140,PREPAID,1.353296,103.792065,5814,SG,Singapore,APAC,100140,ISSR_SG_271,ACQ_APAC_701,"Dining at QuickBite Singapore, Singapore — S$9.49 via tap-to-pay on 13 Jan 2025."
TXN20250208000428,4800.22,U000749,05:44:49,2025-02-08,EUR,EduPrime Madrid 107,Madrid,MES00107,CREDIT,40.452405,-3.678203,8220,ES,Spain,EMEA,100107,ISSR_ES_145,ACQ_EMEA_501,"Academic services at EduPrime Madrid, Madrid — €4,800.22 — 8 Feb 2025. Ref: KK0VM59M."
TXN20250103000429,936.42,U000756,08:47:52,2025-01-03,CAD,CloudStay Toronto 147,Toronto,MCA00147,CREDIT,43.684076,-79.377827,7011,CA,Canada,NA,100147,ISSR_CA_214,ACQ_NA_403,Accommodation: CloudStay Toronto · Toronto · CA$936.42 · 3 Jan 2025.
TXN20250326000430,1930.99,U000196,23:51:29,2025-03-26,CAD,FinServe Online Toronto 014,Toronto,MCA00014,DEBIT,43.63158,-79.360466,6012,CA,Canada,NA,100014,ISSR_CA_214,ACQ_NA_402,"Financial services payment to FinServe Online Toronto (Toronto) — CA$1,930.99 on 26 Mar 2025. Ref: HASEZ2NX1W."
TXN20250308000431,893.52,U000612,06:04:25,2025-03-08,USD,ElectroHub New York 086,New York,MUS00086,CREDIT,40.714383,-73.992519,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,"Electronics purchase at ElectroHub New York, New York — $893.52 via contactless on 8 Mar 2025."
TXN20250224000432,4904.83,U000265,01:45:38,2025-02-24,EUR,EduPrime Paris 015,Paris,MFR00015,PREPAID,48.829607,2.338649,8220,FR,France,EMEA,100015,ISSR_FR_126,ACQ_EMEA_502,"Education payment to EduPrime Paris, Paris — €4,904.83 on 24 Feb 2025. Invoice: KXXJVE3D."
TXN20250116000433,2186.43,U000705,23:35:10,2025-01-16,EUR,FinServe Online Berlin 185,Berlin,MDE00185,PREPAID,52.527955,13.392875,6012,DE,Germany,EMEA,100185,ISSR_DE_238,ACQ_EMEA_502,"Financial transaction at FinServe Online Berlin (Berlin) — €2,186.43 — 16 Jan 2025. Auth: K2RV23."
TXN20250130000434,796.86,U000810,07:29:10,2025-01-30,AUD,Luxura Retail Melbourne 085,Melbourne,MAU00085,CREDIT,-37.828333,144.958572,5651,AU,Australia,APAC,100085,ISSR_AU_163,ACQ_APAC_701,"In-store fashion purchase at Luxura Retail Melbourne, Melbourne — A$796.86 on 30 Jan 2025."
TXN20250220000435,4557.5,U000398,03:49:16,2025-02-20,GBP,FinServe Online Manchester 001,Manchester,MGB00001,CREDIT,53.502335,-2.255019,6012,GB,United Kingdom,EMEA,100001,ISSR_GB_118,ACQ_EMEA_501,"Financial services payment to FinServe Online Manchester (Manchester) — £4,557.50 on 20 Feb 2025. Ref: FDS0DJI9KQ."
TXN20250108000436,1884.78,U000375,05:20:04,2025-01-08,AED,EduPrime Dubai 208,Dubai,MAE00208,CREDIT,25.236358,55.241317,8220,AE,United Arab Emirates,MEA,100208,ISSR_AE_152,ACQ_MEA_601,"Education payment to EduPrime Dubai, Dubai — AED1,884.78 on 8 Jan 2025. Invoice: 354MYPE4."
TXN20250331000437,591.21,U000195,10:04:20,2025-03-31,USD,ElectroHub San Francisco 129,San Francisco,MUS00129,CREDIT,37.80604,-122.380628,5732,US,United States,NA,100129,ISSR_US_319,ACQ_NA_401,"$591.21 Credit payment at ElectroHub San Francisco electronics store, San Francisco."
TXN20250123000438,32.63,U000455,21:21:01,2025-01-23,EUR,QuickBite Paris 072,Paris,MFR00072,CREDIT,48.877858,2.352748,5814,FR,France,EMEA,100072,ISSR_FR_126,ACQ_EMEA_502,"Food & drink purchase at QuickBite Paris, Paris — €32.63 — 23 Jan 2025. Ref: EOQ4YR."
TXN20250204000439,46.43,U000785,22:50:30,2025-02-04,EUR,RideNow Amsterdam 030,Amsterdam,MNL00030,DEBIT,52.400606,4.865458,4121,NL,Netherlands,EMEA,100030,ISSR_NL_255,ACQ_EMEA_501,"Taxi/ride-hailing charge from RideNow Amsterdam, Amsterdam — €46.43 — 4 Feb 2025."
