tran_sequence_number,Transaction_Amount,transaction_currency_code,card_type,ICA_code,issr_id,acquirer_id,transaction_date,transaction_time,transaction_narration
TXN20250218000824,1845.0,INR,CREDIT,100003,ISSR_IN_302,ACQ_APAC_701,2025-02-18,17:29:18,"This transaction was a high-value credit card payment of 1845.0 INR at ElectroHub Bengaluru 003, a consumer electronics merchant in Bengaluru, IN, within the APAC region. It took place on 2025-02-18 during evening weekday hours and can be described as high-value, premium electronics."
TXN20250210000825,1085.17,AUD,PREPAID,100206,ISSR_AU_276,ACQ_APAC_701,2025-02-10,23:16:20,"This transaction was a high-value prepaid card payment of 1085.17 AUD at CloudStay Melbourne 206, a lodging and hospitality merchant in Melbourne, AU, within the APAC region. It took place on 2025-02-10 during late-night weekday hours and can be described as high-value, travel-related, prepaid instrument."
TXN20250217000826,676.19,CAD,CREDIT,100099,ISSR_CA_110,ACQ_NA_403,2025-02-17,14:08:17,"This transaction was a high-value credit card payment of 676.19 CAD at Luxura Retail Vancouver 099, a fashion retail merchant in Vancouver, CA, within the NA region. It took place on 2025-02-17 during afternoon weekday hours and can be described as high-value."
TXN20250223000827,1061.29,CAD,CREDIT,100099,ISSR_CA_110,ACQ_NA_403,2025-02-23,19:05:20,"This transaction was a high-value credit card payment of 1061.29 CAD at Luxura Retail Vancouver 099, a fashion retail merchant in Vancouver, CA, within the NA region. It took place on 2025-02-23 during evening weekend hours and can be described as high-value, weekend spend."
TXN20250309000828,1482.72,GBP,CREDIT,100001,ISSR_GB_118,ACQ_EMEA_501,2025-03-09,08:11:06,"This transaction was a high-value credit card payment of 1482.72 GBP at FinServe Online Manchester 001, a financial services merchant in Manchester, GB, within the EMEA region. It took place on 2025-03-09 during morning weekend hours and can be described as high-value, cash-like financial services, weekend spend."
TXN20250223000829,89.9,USD,CREDIT,100124,ISSR_US_101,ACQ_NA_403,2025-02-23,01:36:51,"This transaction was a small-ticket credit card payment of 89.9 USD at PharmaDirect Chicago 124, a pharmacy and wellness merchant in Chicago, US, within the NA region. It took place on 2025-02-23 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250203000830,15.13,CAD,CREDIT,100156,ISSR_CA_214,ACQ_NA_403,2025-02-03,20:33:33,"This transaction was a micro credit card payment of 15.13 CAD at QuickBite Vancouver 156, a quick service dining merchant in Vancouver, CA, within the NA region. It took place on 2025-02-03 during evening weekday hours and can be described as everyday consumer spend."
TXN20250221000831,249,JPY,CREDIT,100088,ISSR_JP_174,ACQ_APAC_703,2025-02-21,18:44:58,"This transaction was a mid-value credit card payment of 249 JPY at CloudStay Tokyo 088, a lodging and hospitality merchant in Tokyo, JP, within the APAC region. It took place on 2025-02-21 during evening weekday hours and can be described as travel-related."
TXN20250217000832,15.21,USD,CREDIT,100153,ISSR_US_101,ACQ_NA_402,2025-02-17,10:37:19,"This transaction was a micro credit card payment of 15.21 USD at StreamSphere Chicago 153, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-02-17 during morning weekday hours and can be described as digital recurring."
TXN20250308000833,23.0,INR,CREDIT,100128,ISSR_IN_302,ACQ_APAC_703,2025-03-08,22:59:01,"This transaction was a small-ticket credit card payment of 23.0 INR at StreamSphere Bengaluru 128, a digital subscription services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-08 during late-night weekend hours and can be described as digital recurring, weekend spend."
TXN20250330000834,499.57,AED,CREDIT,100090,ISSR_AE_152,ACQ_MEA_601,2025-03-30,23:52:04,"This transaction was a mid-value credit card payment of 499.57 AED at CloudStay Dubai 090, a lodging and hospitality merchant in Dubai, AE, within the MEA region. It took place on 2025-03-30 during late-night weekend hours and can be described as travel-related, weekend spend."
TXN20250104000835,22.01,AED,CREDIT,100126,ISSR_AE_266,ACQ_MEA_602,2025-01-04,20:05:39,"This transaction was a small-ticket credit card payment of 22.01 AED at QuickBite Dubai 126, a quick service dining merchant in Dubai, AE, within the MEA region. It took place on 2025-01-04 during evening weekend hours and can be described as weekend spend."
TXN20250130000836,1364.49,GBP,CREDIT,100183,ISSR_GB_224,ACQ_EMEA_503,2025-01-30,12:11:16,"This transaction was a high-value credit card payment of 1364.49 GBP at CloudStay Manchester 183, a lodging and hospitality merchant in Manchester, GB, within the EMEA region. It took place on 2025-01-30 during afternoon weekday hours and can be described as high-value, travel-related."
TXN20250111000837,19.71,EUR,DEBIT,100052,ISSR_DE_238,ACQ_EMEA_502,2025-01-11,03:16:05,"This transaction was a micro debit card payment of 19.71 EUR at StreamSphere Berlin 052, a digital subscription services merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-11 during late-night weekend hours and can be described as digital recurring, late-night activity, weekend spend."
TXN20250315000838,54.07,GBP,DEBIT,100163,ISSR_GB_224,ACQ_EMEA_502,2025-03-15,21:14:56,"This transaction was a small-ticket debit card payment of 54.07 GBP at FreshMart Manchester 163, a grocery retail merchant in Manchester, GB, within the EMEA region. It took place on 2025-03-15 during evening weekend hours and can be described as weekend spend."
TXN20250117000839,13.99,GBP,CREDIT,100046,ISSR_GB_118,ACQ_EMEA_503,2025-01-17,08:09:35,"This transaction was a micro credit card payment of 13.99 GBP at StreamSphere Manchester 046, a digital subscription services merchant in Manchester, GB, within the EMEA region. It took place on 2025-01-17 during morning weekday hours and can be described as digital recurring."
TXN20250112000840,183.23,USD,CREDIT,100207,ISSR_US_101,ACQ_NA_403,2025-01-12,13:22:19,"This transaction was a mid-value credit card payment of 183.23 USD at MarketSquare San Francisco 207, a general retail merchant in San Francisco, US, within the NA region. It took place on 2025-01-12 during afternoon weekend hours and can be described as weekend spend."
TXN20250114000841,103.28,EUR,DEBIT,100078,ISSR_NL_255,ACQ_EMEA_502,2025-01-14,07:07:58,"This transaction was a mid-value debit card payment of 103.28 EUR at MetroFuel Amsterdam 078, a fuel and convenience merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-01-14 during morning weekday hours and can be described as everyday consumer spend."
TXN20250324000842,268.0,INR,CREDIT,100184,ISSR_IN_302,ACQ_APAC_701,2025-03-24,21:24:59,"This transaction was a mid-value credit card payment of 268.0 INR at CloudStay Mumbai 184, a lodging and hospitality merchant in Mumbai, IN, within the APAC region. It took place on 2025-03-24 during evening weekday hours and can be described as travel-related."
TXN20250203000843,31.65,EUR,DEBIT,100111,ISSR_DE_132,ACQ_EMEA_502,2025-02-03,01:44:11,"This transaction was a small-ticket debit card payment of 31.65 EUR at QuickBite Berlin 111, a quick service dining merchant in Berlin, DE, within the EMEA region. It took place on 2025-02-03 during late-night weekday hours and can be described as late-night activity."
TXN20250128000844,25,JPY,DEBIT,100045,ISSR_JP_287,ACQ_APAC_703,2025-01-28,04:33:08,"This transaction was a small-ticket debit card payment of 25 JPY at RideNow Osaka 045, a ride-hailing and local transport merchant in Osaka, JP, within the APAC region. It took place on 2025-01-28 during late-night weekday hours and can be described as late-night activity."
TXN20250217000845,24.37,GBP,CREDIT,100174,ISSR_GB_118,ACQ_EMEA_503,2025-02-17,07:55:16,"This transaction was a small-ticket credit card payment of 24.37 GBP at UrbanTable London 174, a restaurant dining merchant in London, GB, within the EMEA region. It took place on 2025-02-17 during morning weekday hours and can be described as everyday consumer spend."
TXN20250216000846,154.29,AUD,DEBIT,100172,ISSR_AU_276,ACQ_APAC_701,2025-02-16,21:17:47,"This transaction was a mid-value debit card payment of 154.29 AUD at MetroFuel Sydney 172, a fuel and convenience merchant in Sydney, AU, within the APAC region. It took place on 2025-02-16 during evening weekend hours and can be described as weekend spend."
TXN20250316000847,3275.37,CAD,CREDIT,100209,ISSR_CA_110,ACQ_NA_403,2025-03-16,16:58:56,"This transaction was a very high-value credit card payment of 3275.37 CAD at FinServe Online Vancouver 209, a financial services merchant in Vancouver, CA, within the NA region. It took place on 2025-03-16 during afternoon weekend hours and can be described as very high-value, cash-like financial services, weekend spend."
TXN20250123000848,638.0,INR,CREDIT,100003,ISSR_IN_302,ACQ_APAC_701,2025-01-23,15:11:51,"This transaction was a high-value credit card payment of 638.0 INR at ElectroHub Bengaluru 003, a consumer electronics merchant in Bengaluru, IN, within the APAC region. It took place on 2025-01-23 during afternoon weekday hours and can be described as high-value, premium electronics."
TXN20250226000849,123.31,GBP,CREDIT,100168,ISSR_GB_118,ACQ_EMEA_501,2025-02-26,00:34:49,"This transaction was a mid-value credit card payment of 123.31 GBP at MetroFuel London 168, a fuel and convenience merchant in London, GB, within the EMEA region. It took place on 2025-02-26 during late-night weekday hours and can be described as late-night activity."
TXN20250307000850,1235.0,INR,CREDIT,100118,ISSR_IN_302,ACQ_APAC_702,2025-03-07,01:35:41,"This transaction was a high-value credit card payment of 1235.0 INR at SkyJet Travel Mumbai 118, a air travel merchant in Mumbai, IN, within the APAC region. It took place on 2025-03-07 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250208000851,19.58,AUD,DEBIT,100186,ISSR_AU_276,ACQ_APAC_702,2025-02-08,08:51:15,"This transaction was a micro debit card payment of 19.58 AUD at RideNow Melbourne 186, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-02-08 during morning weekend hours and can be described as weekend spend."
TXN20250106000852,66.07,AUD,CREDIT,100186,ISSR_AU_276,ACQ_APAC_702,2025-01-06,17:44:28,"This transaction was a small-ticket credit card payment of 66.07 AUD at RideNow Melbourne 186, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-01-06 during evening weekday hours and can be described as everyday consumer spend."
TXN20250323000853,104.99,USD,DEBIT,100117,ISSR_US_319,ACQ_NA_401,2025-03-23,10:00:41,"This transaction was a mid-value debit card payment of 104.99 USD at FreshMart Chicago 117, a grocery retail merchant in Chicago, US, within the NA region. It took place on 2025-03-23 during morning weekend hours and can be described as weekend spend."
TXN20250124000854,115.0,INR,PREPAID,100021,ISSR_IN_188,ACQ_APAC_703,2025-01-24,15:30:45,"This transaction was a mid-value prepaid card payment of 115.0 INR at FreshMart Bengaluru 021, a grocery retail merchant in Bengaluru, IN, within the APAC region. It took place on 2025-01-24 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250221000855,12.09,AED,PREPAID,100126,ISSR_AE_266,ACQ_MEA_602,2025-02-21,23:23:30,"This transaction was a micro prepaid card payment of 12.09 AED at QuickBite Dubai 126, a quick service dining merchant in Dubai, AE, within the MEA region. It took place on 2025-02-21 during late-night weekday hours and can be described as prepaid instrument."
TXN20250221000856,585.2,CAD,CREDIT,100102,ISSR_CA_214,ACQ_NA_403,2025-02-21,19:22:13,"This transaction was a high-value credit card payment of 585.2 CAD at SkyJet Travel Vancouver 102, a air travel merchant in Vancouver, CA, within the NA region. It took place on 2025-02-21 during evening weekday hours and can be described as high-value, travel-related."
TXN20250215000857,1204.4,HKD,CREDIT,100010,ISSR_HK_294,ACQ_APAC_703,2025-02-15,18:49:10,"This transaction was a high-value credit card payment of 1204.4 HKD at Luxura Retail Hong Kong 010, a fashion retail merchant in Hong Kong, HK, within the APAC region. It took place on 2025-02-15 during evening weekend hours and can be described as high-value, weekend spend."
TXN20250219000858,1194.13,GBP,CREDIT,100106,ISSR_GB_118,ACQ_EMEA_501,2025-02-19,01:54:42,"This transaction was a high-value credit card payment of 1194.13 GBP at ElectroHub Manchester 106, a consumer electronics merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-19 during late-night weekday hours and can be described as high-value, premium electronics, late-night activity."
TXN20250228000859,1076.88,USD,CREDIT,100135,ISSR_US_205,ACQ_NA_401,2025-02-28,08:23:38,"This transaction was a high-value credit card payment of 1076.88 USD at ElectroHub Chicago 135, a consumer electronics merchant in Chicago, US, within the NA region. It took place on 2025-02-28 during morning weekday hours and can be described as high-value, premium electronics."
